-0.0014555556	0
0.0033444444	0
-0.0018555556	0
1.2145444	1
1.1865444	1
1.1777444	0.87719298
1.1628444	0.87719298
1.0408444	0.7518797
1.0699444	0.7518797
0.96224444	0.625
0.96034444	0.625
0.84384444	0.5
0.80724444	0.5
0.77484444	0.5
0.60964444	0.33333333
0.58924444	0.33333333
0.36814444	0.25
0.41554444	0.25
0.39134444	0.2
0.38964444	0.2
0.37534444	0.2
0.17184444	0.1
0.18714444	0.1
0.19104444	0.1
0.086444444	0.05
0.093344444	0.05
0.099444444	0.05
0.034844444	0.02
0.037944444	0.02
0.029844444	0.02
-0.0016555556	0
0.0018444444	0
-0.00035555556	0
1.1982444	1
1.1723444	1
1.1526444	0.87719298
1.1483444	0.87719298
1.0239444	0.7518797
1.0431444	0.7518797
0.93874444	0.625
0.93894444	0.625
0.80964444	0.5
0.79904444	0.5
0.76294444	0.5
0.59654444	0.33333333
0.57474444	0.33333333
0.34654444	0.25
0.42624444	0.25
0.36124444	0.2
0.38304444	0.2
0.36954444	0.2
0.17884444	0.1
0.19104444	0.1
0.19504444	0.1
0.087844444	0.05
0.10284444	0.05
0.098344444	0.05
0.033444444	0.02
0.035044444	0.02
0.032844444	0.02
-0.0016555556	0
0.0035444444	0
-0.0018555556	0
1.1801444	1
1.1582444	1
1.1367444	0.87719298
1.1213444	0.87719298
1.0169444	0.7518797
1.0306444	0.7518797
0.91994444	0.625
0.93054444	0.625
0.80114444	0.5
0.78644444	0.5
0.74594444	0.5
0.55934444	0.33333333
0.58374444	0.33333333
0.35104444	0.25
0.41004444	0.25
0.35674444	0.2
0.37064444	0.2
0.35694444	0.2
0.18494444	0.1
0.18154444	0.1
0.18714444	0.1
0.087544444	0.05
0.095544444	0.05
0.093644444	0.05
0.032144444	0.02
0.035244444	0.02
0.031044444	0.02
-0.00085555556	0
0.0034444444	0
-0.0016555556	0
1.1774444	1
1.1548444	1
1.1340444	0.87719298
1.1136444	0.87719298
1.0108444	0.7518797
1.0274444	0.7518797
0.91624444	0.625
0.92304444	0.625
0.79634444	0.5
0.78074444	0.5
0.74244444	0.5
0.55894444	0.33333333
0.57234444	0.33333333
0.34674444	0.25
0.40794444	0.25
0.35404444	0.2
0.36684444	0.2
0.35594444	0.2
0.18394444	0.1
0.18094444	0.1
0.19004444	0.1
0.085844444	0.05
0.094944444	0.05
0.091744444	0.05
0.032344444	0.02
0.035944444	0.02
0.030744444	0.02
-0.0019555556	0
0.0033444444	0
-0.0017555556	0
1.1698444	1
1.1492444	1
1.1265444	0.87719298
1.1106444	0.87719298
1.0067444	0.7518797
1.0230444	0.7518797
0.91644444	0.625
0.92494444	0.625
0.78984444	0.5
0.77464444	0.5
0.73604444	0.5
0.55604444	0.33333333
0.57884444	0.33333333
0.35064444	0.25
0.40664444	0.25
0.35034444	0.2
0.36064444	0.2
0.34894444	0.2
0.18354444	0.1
0.17474444	0.1
0.18564444	0.1
0.087744444	0.05
0.092344444	0.05
0.089344444	0.05
0.032144444	0.02
0.032944444	0.02
0.030844444	0.02
-0.0015555556	0
0.0026444444	0
-0.0015555556	0
1.1681444	1
1.1462444	1
1.1274444	0.87719298
1.1069444	0.87719298
1.0049444	0.7518797
1.0227444	0.7518797
0.91384444	0.625
0.92044444	0.625
0.78914444	0.5
0.77114444	0.5
0.73384444	0.5
0.55504444	0.33333333
0.57394444	0.33333333
0.35084444	0.25
0.40374444	0.25
0.34814444	0.2
0.35974444	0.2
0.35074444	0.2
0.18444444	0.1
0.17354444	0.1
0.18634444	0.1
0.088344444	0.05
0.092444444	0.05
0.088644444	0.05
0.031744444	0.02
0.034544444	0.02
0.031444444	0.02
