0.99082222	0.41184110
0.81076666	0.29639614
0.65653333	0.21331206
0.46783333	0.15351763
0.32860000	0.11048444
0.23745556	0.07951407
0.17961111	0.05722514
0.12245556	0.04118411
0.08724445	0.02963961
0.06232222	0.02133121
0.04428889	0.01535176
0.03100000	0.01104844
0.02157778	0.00795141
0.01466667	0.00572251
0.01118889	0.00411841
0.44274445	0.12723278
0.31377777	0.09156761
0.22558889	0.06589990
0.16244444	0.04742721
0.10917778	0.03413269
0.07487778	0.02456480
0.05095555	0.01767894
0.03684444	0.01272328
0.02845556	0.00915676
0.01933333	0.00658999
0.01427778	0.00474272
0.00936667	0.00341327
0.00671111	0.00245648
0.00417778	0.00176789
0.00337778	0.00127233
