1.65674445	1.06295027
1.38668888	0.76499008
1.20828889	0.55055240
1.01821110	0.39622468
0.80514444	0.28515722
0.63693333	0.20522357
0.47811111	0.14769646
0.35890000	0.10629503
0.25195555	0.07649901
0.19277778	0.05505524
0.12524444	0.03962247
0.09464444	0.02851572
0.06237778	0.02052236
0.04627778	0.01476965
0.03367778	0.01062950
1.59382224	0.93617307
1.36564444	0.67375034
1.15811111	0.48488847
0.95197778	0.34896728
0.76574444	0.25114676
0.59078888	0.18074672
0.45201111	0.13008083
0.31412223	0.09361731
0.22207777	0.06737503
0.15687778	0.04848885
0.11163334	0.03489673
0.07754444	0.02511468
0.05404445	0.01807467
0.03841111	0.01300808
0.02876667	0.00936173
0.85392222	0.31242515
0.66602222	0.22484790
0.51015556	0.16181981
0.36913333	0.11645940
0.26265555	0.08381416
0.18680000	0.06031985
0.13496667	0.04341133
0.09656667	0.03124251
0.06176667	0.02248479
0.04390000	0.01618198
0.03205556	0.01164594
0.02257778	0.00838142
0.01551111	0.00603199
0.01051111	0.00434113
0.00804444	0.00312425
1.17344444	0.61213827
0.98409999	0.44054714
0.79044444	0.31705546
0.62103333	0.22818028
0.45834444	0.16421808
0.34194444	0.11818540
0.25331111	0.08505634
0.17504445	0.06121383
0.11977778	0.04405471
0.08285556	0.03170555
0.05762222	0.02281803
0.04007778	0.01642181
0.02663333	0.01181854
0.01913333	0.00850563
0.01332222	0.00612138
